hollandbush,Hollandbush,55.61327586186321, -3.885464762809009
Innellan,Innellan,55.898646553505664, -4.955716223965659
Inveraray,Inveraray,56.22086974073629, -5.086394309264917
IrvineRavenspark,Irvine Ravenspark,55.63139865432698, -4.68062671427852
IsleofGigha,Isle of Gigha,55.68432252669675, -5.741754885410956
IsleofHarris,Isle of Harris,57.83190430175606, -7.035926133244472
isleofseilgolfclub,Isle of Seil,56.29063161169368, -5.607162957606845
isleofskye,Isle of Skye,57.31019555638387, -6.094684600072385
kilbirnieplace,Kilbirnie Place,55.75345742176977, -4.694476649414932
killermont,Killermont,55.9084211026846, -4.301578580101956
killin,Killin,56.478979282757784, -4.3209778360765725
kilmacolm,Kilmacolm,55.88968829742482, -4.617043993088705
kingsfield,Kingsfield,55.98296789157898, -3.553244882723407
kingsknowe,Kingsknowe,55.91403082777228, -3.2626028543208108
kinrossbruce,Kinross - Bruce,56.20909551380775, -3.421078882698123
Kirkcudbright,Kirkcudbright,54.8410174780943, -4.041711809594683
knightswood,Knightswood,55.89447893152095, -4.3516107164644975
KylesofBute,Kyles of Bute,55.88755235919651, -5.250987176189872
Langholm,Langholm,55.15251285390725, -2.994834854029423
Langlands,Langlands,55.731090794280206, -4.170693120205782
Larkhall,Larkhall,55.73622774791506, -3.9514816828824855
Lauder,Lauder,55.710960816289116, -2.749931999330454
Leadhills,Leadhills,55.41403381917397, -3.7566041229748177
leitfie,Leitfie,
lenzie,Lenzie,55.912970900811565, -4.1491360811055635
leslie,Leslie,56.20510252112957, -3.213206197293858
liberton,Liberton,55.91892796111664, -3.1472442666920006
lilliardsedge,Lilliardsedge,55.53268787832855, -2.6026841406626864
Lilliesleaf,Lilliesleaf,55.49333039008063, -2.784459272491343
littlehill,Littlehill,55.89704761639703, -4.217077177373537
Lochcarron,Lochcarron,57.41384179907028, -5.472430491904827
Lochgilphead,Lochgilphead,56.04422815636236, -5.415238163342111
lochgoilhead,Lochgoilhead,56.17249191511978, -4.905290958807961
LochLomond,Loch Lomond,56.06107598546124, -4.632449636015115
lochranza,Lochranza,55.7000194512286, -5.273259590519598
lochview,Lochview,55.87285375491013, -4.058691706100637
lundinladies,Lundin Ladies,56.214615363827406, -2.953574637234374
Lybster,Lybster,58.30453316974483, -3.283954359404677
Lynedoch,Murrayshall - Lynedoch,56.41917019780646, -3.368314605557218
machriebay,Machrie Bay,55.55505334356264, -5.341587735120229
MainsofTaymouth,Mains of Taymouth,56.58884947405983, -4.002007560956705
MarHall,Mar Hall,55.921013336327036, -4.47801257058342
maybole,Maybole,55.350507468503444, -4.691756690588862
meldrumhouse,Meldrum House,57.35189200828683, -2.3114915419904443
melrose,Melrose,55.59018981933408, -2.724682676073901
Melville,Melville,55.886775999872164, -3.0987069632958097
millport,Millport,55.75939893623853, -4.939408511714544
milnathortgolfclub,Milnathort,56.22607789263016, -3.4185612737965854
Muirkirk,Muirkirk,55.514071678569195, -4.066943906480808
murcarstrathabie,Murcar - Strabathie,57.20143445234562, -2.0722622261036627
murrayfield,Murrayfield,55.94996093333395, -3.250521349807005
murrayshall,Murrayshall,56.41917019780646, -3.368314605557218
musselburgholdlinks,Musselburgh Old Links,55.947084919980185, -3.0347349053581643
muthill,Muthill,56.33067779131078, -3.844746047250277
NewCumnock,New Cumnock,55.40621558610023, -4.197561211317291
NewGalloway,New Galloway,55.07031634975131, -4.140686741904238
newmacharswailend,Newmachar - Swailend,57.243890797461994, -2.197891251834892
Orkney,Orkney,58.98771307169458, -2.9823131472617193
paisley,Paisley,55.81206363892982, -4.444690471689158
Palacerigg,Palacerigg,55.936273188581666, -3.9420719224413316
peterheadnew,Peterhead - New,57.51805372355297, -1.8006597510995925
plgc,Paul Lawrie Golf Centre,57.111208142722006, -2.1686593724052825
Polkemmet,Polkemmet,55.865963703626804, -3.7210566371172633
pollok,Pollok,55.822754784440406, -4.308673467325331
PortBannatyne,Port Bannatyne,55.85832652443781, -5.08563621615555
portmahomack,Portmahomack,57.8354002717728, -3.823559327251075
Portobello,Portobello,55.94656026210739, -3.1132558155813452
PortpatrickDinvinCourse,Portpatrick Dinvin Course,
prestonfield,Prestonfield,54.84660798028687, -5.114807173380886
ranfurlycastle,Ranfurly Castle,55.85474772877751, -4.586410745067582
ravelston,Ravelston,55.95461600870548, -3.2577030732051475
Reay,Reay,58.560044197135696, -3.7785851865084723
rosehearty,Rosehearty,57.695882276921125, -2.1083082879390704
Rothesay,Rothesay,55.83254095569782, -5.049908139848507
roukenglen,Rouken Glen,55.79587563547979, -4.324529180641067
routenburn,Routenburn,55.81766227557033, -4.875183674198939
royalaberdeensilverburn,Royal Aberdeen - Silverburn,57.178503800304476, -2.0831182829036834
Saline,Saline,56.11301048167608, -3.5630943534471773
Sanday,Sanday,59.262329314721605, -2.5043826846107
sandyhills,Sandyhills,55.84561985344006, -4.149525684365227
Sanquhar,Sanquhar,55.36337833881482, -3.9363253651551573
seafield,Seafield,55.44517671081935, -4.637195375181172
selkirk,Selkirk,55.5403857581787, -2.831412457028007
Shetland,Shetland,60.16648275012416, -1.2256934289863115
Silverknowes,Silverknowes,55.97306872078554, -3.272038981182059
Skeabost,Skeabost,57.454605595901704, -6.314115114886109
skelmorlie,Skelmorlie,55.86534266267236, -4.876762005645308
SouthRonaldsay,South Ronaldsay,58.82444071418475, -2.962604518275817
SpeanBridge,Spean Bridge,56.889362385354964, -4.922412034434995
stfillans,St Fillans,56.390609332407585, -4.106466157627432
Stornoway,Stornoway,58.21553396411253, -6.388339110292728
StrathclydePark,Strathclyde Park,55.78243088057668, -4.034189321427071
strathlenebuckie,Strathlene Buckie,57.692009636952456, -2.924587351581974
StrathpefferSpa,Strathpeffer Spa,57.59163303173434, -4.5433766216096485
strathtay,Strathtay,56.66146133258601, -3.7740894699738248
stromness,Stromness,58.95215957396303, -3.302208796409359
tarbert,Tarbert,55.860296345223, -5.43567902482858
taynuilt,Taynuilt,56.43219312572293, -5.240248240644016
TheRenaissanceClub,Renaissance,56.051426873939434, -2.8111222140175767
tillicoultry,Tillicoultry,56.15474145988969, -3.750359491659808
tobermory,Tobermory,56.627817147452284, -6.065795616689913
TorranceHouse,Torrance House,55.74855881196578, -4.144588729679023
troondarley,Troon Darley,55.54254254133623, -4.6525070759134675
troonfullartor,Troon Fullarton,55.54254254133623, -4.6525070759134675
troonlochgreen,Troon Lochgreen,55.54254254133623, -4.6525070759134675
valeofleven,Vale of Leven,55.98690397580976, -4.565730341477382
vaul,Vaul,56.52868484405074, -6.792963059265007
WeeBraids,Wee Braids,55.91354585455342, -3.1797609647801326
Westerwood,Westerwood,55.96816535114703, -3.978877515709886
Whitecraigs,Whitecraigs,55.78746794931583, -4.310285725806604
whitehillhouse,Whitehill House,55.84634662528398, -3.1251640050972123
whitingbay,Whiting Bay,55.49017075991239, -5.100358719630833
williamwood,Williamwood,55.797723412804025, -4.274297412405156
woll,Woll,55.48332214785796, -2.847815743605968
Woodlands,Woodlands,51.544599513964464, -2.5407875468282923
